DATA_SOURCE	TXP	VARIANT_CLASS	CANCER_TYPE	ANY_REGION_DUPLICATED	PYCLONECLONAL_SC	OVERALL_TIMING	SOURCE_HUGO_SYMBOL	FUNFAM	SCORE_THRESHOLD	DRIVERMUT	MUTANT_EXPRESSED	NUM_MUTS	NUM_ROWS
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TOP3B	3.40.50.140_2971_4cgyA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TOPBP1	3.40.50.10190_8728_2xnhA03			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TP53	2.60.40.720_7_1hu8A00	MC3	TRUE	TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TPBG	3.80.10.10_106430_2xotA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TPK1	3.40.50.10240_1036_3s4yA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TRAF1	2.60.210.10_2360_1lb4A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TRIM58	3.30.40.10_60994_2ecvA00			FALSE	2	2
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TRIO	1.20.900.10_3378_1ntyA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TSNAX	1.20.58.190_297_2qrxA01				1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TSTA3	3.40.50.720_290700_4b8wA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TTBK1	1.10.510.10_78537_4btjA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TTN	2.60.40.10_136913_2illA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TUBAL3	3.30.1330.20_2990_5jcoA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TULP1	3.20.90.10_495_2fimA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TXK	1.10.510.10_78758_1fpuA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	TXNRD2	3.50.50.60_112428_2cfyA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	UAP1	3.90.550.10_64839_1jv1A01				1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	UBE2F	3.10.110.10_6032_2ediA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	UBE3C	3.30.2410.10_1877_3olmA03			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	UCK1	3.40.50.300_634796_1udwA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	UEVLD	3.90.110.10_4224_1guzB02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	UGDH	3.40.50.720_285482_2o3jA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	UGP2	3.90.550.10_64376_3r2wA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	UHRF2	2.30.280.10_340_2pb7A01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	UHRF2	2.30.30.30_9000_2l3rA02				1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	ULK3	1.10.510.10_79025_4wnoA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	UPF1	3.40.50.300_633466_2gjkA04			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	USP13	3.90.70.10_17160_2aynA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	VAT1L	3.90.180.10_34016_4a27A01			FALSE	2	2
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	VAV3	3.30.505.10_4290_2crhA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	VIL1	3.40.20.10_5446_1h1vG03			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	VLDLR	2.120.10.30_33068_3s2kA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	VNN1	3.60.110.10_8179_4cyfA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	WARS2	3.40.50.620_87083_5ekdA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	WBSCR17	3.90.550.10_64971_2ffuA01				1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	WBSCR22	3.40.50.150_134568_4qttB00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	WDR37	2.130.10.10_102735_2pm9A01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	WSB2	2.130.10.10_102735_2pm9A01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	XPO1	1.25.10.10_69002_1w9cA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	XRCC5	1.25.40.240_189_1q2zA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	XRCC6	2.40.290.10_1137_1jeqA02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	ZAK	1.10.510.10_78108_5hesA02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	ZAP70	3.30.505.10_4212_1a81A01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	ZBTB16	3.30.710.10_8099_1buoA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	ZBTB48	3.30.710.10_13433_3b84A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	ZFP36	4.10.1000.10_5534_1m9oA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	ZHX3	1.10.10.60_124067_3narA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	ZKSCAN2	3.30.160.60_23451_1x6eA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	ZNF213	1.10.4020.10_830_3lhrA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	ZNF34	3.30.160.60_23446_2jp9A02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	ZNF350	3.30.160.60_23446_2jp9A02				1	1
Tx	N	Missense_Mutation	LUAD	TRUE	S	unknown	ZSCAN20	3.30.160.60_23451_1x6eA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	ADAM22	3.40.390.10_13199_3g5cA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	ADAMTS15	3.40.390.10_13285_2rjpA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	AGO1	2.170.260.10_1007_4f3tA02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	ALOX12B	2.60.60.20_2385_4nreA01				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	APBB2	2.30.29.30_22252_3d8dA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	APBB2	2.30.29.30_22332_1wguA01				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	ARPC3	1.10.1760.10_179_1k8kE00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	BAG3	1.20.58.120_482_1uk5A00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	BRPF3	3.30.40.10_60829_2l43A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	CD4	2.60.40.10_136113_1cdhA02				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	CDK14	1.10.510.10_78743_4y72A02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	CELF3	3.30.70.330_42416_2dnoA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	CHD2	3.40.50.300_630778_3mwyW04	MC3		TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	CNKSR1	1.10.150.50_4939_1wwvA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	COCH	2.170.130.20_597_1jbiA00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	CPA4	3.40.630.10_34847_1uwyA01				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	CTNND1	1.25.10.10_69144_3l6xA01				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	CYP1B1	1.10.630.10_29337_1og2A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	DNAH6	3.40.50.300_630802_3vkgA05				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	DOT1L	3.40.50.150_136037_1nw3A02		TRUE	TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	DPYSL4	3.20.20.140_40287_2vr2A01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	DSP	3.90.1290.10_1257_1lm5A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	ENPP2	3.40.720.10_18987_4zg6A03			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	FOXD2	1.10.10.10_264994_1d5vA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	GALNT8	3.90.550.10_64971_2ffuA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	GUCY1A3	3.30.70.1230_5693_3uvjA00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	HFE	3.30.500.10_3468_1a6zA01				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	IGF1R	3.30.200.20_1142_1jqhA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	IL1RAP	2.60.40.10_36440_4yfdB01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	KCNG1	3.30.710.10_13753_1s1gA00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	KIAA1804	1.10.510.10_79044_5cenA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	KRAS	3.40.50.300_634947_3bfkA00	MC3	TRUE	TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	KRAS	3.40.50.300_634947_3bfkA00	MC3	TRUE		2	2
Tx	N	Missense_Mutation	LUAD		C	unknown	LRRC4C	2.60.40.10_137230_3zyjA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	MAGI1	2.30.42.10_23997_1uewA00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	MAGI2	3.30.63.10_1798_1kgdA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	MST1R	2.130.10.10_103908_1shyB01				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	NAALADL2	3.40.630.10_34828_1z8lA01				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	NCAM1	2.60.40.10_526_2e3vA00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	NUDT18	3.90.79.10_21625_3gg6A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	OGDHL	3.40.50.970_36536_1ni4A00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	PDE1A	1.10.1300.10_1262_1mkdA00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	PLAU	2.40.10.10_47067_1c5wB02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	PLCG2	3.20.20.190_7559_3ohmB03		TRUE		1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	PPBP	2.40.50.40_8841_1icwA00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	PXDN	1.10.640.10_1611_1cxpC00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	PXDN	1.10.640.10_1611_1cxpC00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	RAB28	3.40.50.300_634947_3bfkA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	RARS2	1.10.730.10_14289_1bs2A02				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	RGS9	1.10.167.10_1759_1fqiA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	ROR1	1.10.510.10_78745_3dpkA02				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	RYR2	2.80.10.50_13043_2mc2A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	SEC24C	2.60.40.1670_1521_3eh1A03			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	SERPINA9	2.30.39.10_4375_2ceoA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	SIGLEC9	2.60.40.10_137565_3kaaA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	SULT2B1	3.40.50.300_633337_1cjmA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	SUMF1	3.90.1580.10_3920_1y1eX00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	TGFBR1	1.10.510.10_79298_1b6cB02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	TJP2	3.40.50.300_634216_3lh5A02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	TLR4	3.80.10.10_106855_2z64A00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	TNPO1	1.25.10.10_69430_1qbkB00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	TOP2B	3.30.565.10_80675_1zxmA01				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	TP63	2.60.40.720_232_2rmnA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	TRADD	3.30.70.680_53_1f2hA00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	TUB	3.20.90.10_495_2fimA00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	UBE2E1	3.10.110.10_6053_4ddgA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	UGT8	3.40.50.2000_97203_2o6lA00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	UNC5B	1.10.533.10_5215_1wmgA00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	USP28	3.90.70.10_17160_2aynA00				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	WBSCR17	3.90.550.10_64971_2ffuA01				1	1
Tx	N	Missense_Mutation	LUAD		C	unknown	WNK2	1.10.510.10_79517_4pwnA02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	ACVR1B	1.10.510.10_79298_1b6cB02	MC3	TRUE		1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	CES3	3.40.50.1820_115121_1mx1A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	FLT4	2.60.40.10_136136_3kvqA00		TRUE		1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	GALK1	3.30.230.10_28515_1wuuA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	GRK6	1.10.510.10_78964_4tnbA03			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	GRM7	3.40.50.2300_750_3mq4A02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	HSPA4	3.30.420.40_79636_2qxlA03			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	IDH3A	3.40.718.10_5154_5greA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	ITGA2	1.20.5.930_459_2m3eA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	KCNJ16	1.10.287.70_16892_3syaA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	MYOM2	2.60.40.10_135985_2y23A03				1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	NAALADL1	3.40.630.10_34828_1z8lA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	PTPRD	2.60.40.10_135943_2x10A04			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	RNF123	3.30.40.10_61351_2ma6A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	SLITRK5	3.80.10.10_105581_4rcaB00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	TLL1	3.40.390.10_13277_3edgA00				1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	TMOD2	3.80.10.10_106197_4z94G02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	TP53	2.60.40.720_7_1hu8A00	MC3	TRUE	TRUE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	TXN2	3.40.30.10_79711_1uvzA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	TYRO3	1.10.510.10_78966_1r0pA02				1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	UNC5C	1.10.533.10_5215_1wmgA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD		S	unknown	ZADH2	3.90.180.10_33759_2c0cA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ABCB7	1.20.1560.10_26664_4mycA01				1	1
Tx	N	Missense_Mutation	LUAD			unknown	ABCB7	3.40.50.300_627204_3g5uA02				2	2
Tx	N	Missense_Mutation	LUAD			unknown	ABLIM2	2.10.110.10_6150_2dj7A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ACACB	3.30.1490.20_22991_2yl2A03				1	1
Tx	N	Missense_Mutation	LUAD			unknown	ACTL6A	3.30.420.40_78973_3qb0A01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ACTN2	1.10.418.10_4782_2e9kA01				1	1
Tx	N	Missense_Mutation	LUAD			unknown	ADA	3.20.20.140_40698_1a4lA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ADARB1	3.30.160.20_10027_2l2kB00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ADCY1	3.30.70.1230_5760_1azsA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ADPRM	3.60.21.10_29312_2nxfA01				1	1
Tx	N	Missense_Mutation	LUAD			unknown	AGXT	3.90.1150.10_80734_3kgwA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	AIFM1	3.30.390.30_7778_1gv4A03				1	1
Tx	N	Missense_Mutation	LUAD			unknown	AK1	3.40.50.300_633377_1tevA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ALAS2	3.40.640.10_63070_2bwnA02				2	2
Tx	N	Missense_Mutation	LUAD			unknown	ALB	1.10.246.10_1192_1ao6A04			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ALDH1A3	3.40.309.10_17530_5fhzA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ALDH5A1	3.40.605.10_21376_2w8nA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ALOXE3	1.20.245.10_1006_3d3lA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ANK1	1.25.40.20_62059_1n11A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ANXA1	1.10.220.10_3853_4hreA03			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	AP1S2	3.30.450.60_1506_4p6zS00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	AP2A1	1.25.10.10_69281_2jkrA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	AP2A2	1.25.10.10_69281_2jkrA01			TRUE	2	2
Tx	N	Missense_Mutation	LUAD			unknown	AP2B1	1.25.10.10_69381_2jkrB00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	AP3D1	1.25.10.10_69281_2jkrA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ARAF	1.10.510.10_78531_3omvA02				1	1
Tx	N	Missense_Mutation	LUAD			unknown	ARAF	3.30.60.20_5561_1faqA00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	ARFIP1	1.20.1270.60_4578_1i49A00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	ARHGEF28	1.20.900.10_3381_4d0nB01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ARHGEF6	1.20.900.10_3298_1by1A00				2	2
Tx	N	Missense_Mutation	LUAD			unknown	ATAD2	1.10.8.60_47460_3hu1A04			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ATP2A1	1.20.1110.10_14619_1iwoA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ATP7A	3.30.70.100_17795_1aw0A00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	ATRX	3.40.50.10810_9029_1z3iX01		TRUE		1	1
Tx	N	Missense_Mutation	LUAD			unknown	BARD1	3.40.50.10190_9424_2nteA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	BCAT1	3.20.10.10_3894_2abjA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	BCAT1	3.20.10.10_3894_2abjA02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	BHMT2	3.20.20.330_1367_1lt7A00		TRUE	FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	BMX	1.10.510.10_78758_1fpuA02				1	1
Tx	N	Missense_Mutation	LUAD			unknown	BMX	2.30.29.30_22501_1b55A00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	BMX	3.30.505.10_4276_2ge9A00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	BTK	1.10.510.10_78758_1fpuA02				1	1
Tx	N	Missense_Mutation	LUAD			unknown	BTK	2.30.30.40_19433_1awwA00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	BTK	3.30.505.10_4276_2ge9A00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	CA5B	3.10.200.10_1430_2zncA00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	CAND1	1.25.10.10_68699_1u6gC00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CASK	3.30.200.20_1530_3c0gA01				1	1
Tx	N	Missense_Mutation	LUAD			unknown	CCNB3	1.10.472.10_9852_2b9rA02				1	1
Tx	N	Missense_Mutation	LUAD			unknown	CD207	3.10.100.10_12329_3c22A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CD44	3.10.100.10_12185_2i83A01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CDC16	1.25.40.10_145396_3hymB00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CDH13	2.60.40.60_18737_3q2wA05			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CDH15	2.60.40.60_18709_1edhA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CDK16	1.10.510.10_78743_4y72A02				1	1
Tx	N	Missense_Mutation	LUAD			unknown	CDK20	1.10.510.10_78743_4y72A02				1	1
Tx	N	Missense_Mutation	LUAD			unknown	CDKN2A	1.25.40.20_62346_1a5eA00		TRUE	FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CHD3	3.30.40.10_60293_1mm2A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CHD6	3.40.50.300_630778_3mwyW04			TRUE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CHM	3.30.519.10_698_1ltxR02				1	1
Tx	N	Missense_Mutation	LUAD			unknown	CLIC2	1.20.1050.10_1758_2perA02				1	1
Tx	N	Missense_Mutation	LUAD			unknown	CLIP2	2.30.30.190_1155_2cp6A01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CLOCK	3.30.450.20_87718_4f3lA03			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CNKSR2	1.10.150.50_4939_1wwvA00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	CNP	3.90.1740.10_16_2xmiA00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	COL4A6	2.170.240.10_110_1li1A00				3	3
Tx	N	Missense_Mutation	LUAD			unknown	CORO1A	2.130.10.10_103102_2aq5A01				1	1
Tx	N	Missense_Mutation	LUAD			unknown	CPA4	3.40.630.10_34847_1uwyA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CSNK1G3	1.10.510.10_78684_3uysA02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CTBP1	3.40.50.720_288342_1mx3A01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CTNNB1	1.25.10.10_69909_1i7wA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CTPS2	3.40.50.300_626274_2vo1A00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	CTSG	2.40.10.10_46604_1au8A01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CYBB	3.40.50.80_12661_3a1fA00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	CYP26B1	1.10.630.10_29317_3jusA00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	CYP2C18	1.10.630.10_29337_1og2A00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	CYP2C19	1.10.630.10_29337_1og2A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	CYP2C9	1.10.630.10_29337_1og2A00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	DCTD	3.40.140.10_13424_2w4lA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	DDX3X	3.40.50.300_628017_2db3A01		TRUE		1	1
Tx	N	Missense_Mutation	LUAD			unknown	DKC1	3.30.2350.10_8971_3u28A02				1	1
Tx	N	Missense_Mutation	LUAD			unknown	DNASE1L1	3.60.10.10_13512_4awnA00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	DPP10	3.40.50.1820_115381_1z68A02				1	1
Tx	N	Missense_Mutation	LUAD			unknown	EGLN2	2.60.120.620_7021_2g19A00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	EGLN3	2.60.120.620_7021_2g19A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	EHBP1	1.10.418.10_4782_2e9kA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	EIF1AX	2.40.50.140_3622_1d7qA00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	EIF4A2	3.40.50.300_630154_2hxyA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	ELK1	1.10.10.10_264144_1k78B00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	ENPP1	3.40.720.10_11646_4gtwA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	EPS8L2	1.10.150.50_4947_2e8mA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	EXTL1	3.90.550.10_65049_1omxA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD			unknown	F5	2.60.40.420_23734_1sddB01				1	1
Tx	N	Missense_Mutation	LUAD			unknown	F8	2.60.120.260_35361_1czsA00				1	1
Tx	N	Missense_Mutation	LUAD			unknown	F8	2.60.120.260_35405_2r7eB03				3	3
Tx	N	Missense_Mutation	LUAD			unknown	F8	2.60.40.420_23518_2r7eA01				1	1
Tx	N	Missense_Mutation	LUAD			unknown	F8	2.60.40.420_23526_2r7eB01				1	1
Tx	N	Missense_Mutation	LUAD			unknown	F8	2.60.40.420_24181_1kcwA02				1	1
